Region,Year,Month,Benchmark Price (Composite),Benchmark Price (Two-Storey),Benchmark Price (Apartment)
Barrie,2005,Jan,209000.0,220600.0,166400.0
Barrie,2005,Feb,212100.0,223200.0,166900.0
Barrie,2005,Mar,214800.0,227000.0,167400.0
Barrie,2005,Apr,216300.0,228100.0,167900.0
Barrie,2005,May,218400.0,229400.0,168400.0
Barrie,2005,Jun,218200.0,229600.0,168900.0
Barrie,2005,Jul,220500.0,233800.0,167400.0
Barrie,2005,Aug,221300.0,232300.0,166000.0
Barrie,2005,Sep,223200.0,236300.0,164700.0
Barrie,2005,Oct,224000.0,234500.0,169400.0
Barrie,2005,Nov,224200.0,235200.0,174200.0
Barrie,2005,Dec,228600.0,236900.0,179000.0
Barrie,2006,Jan,227600.0,238500.0,178400.0
Barrie,2006,Feb,228600.0,240200.0,177900.0
Barrie,2006,Mar,229500.0,240200.0,177200.0
Barrie,2006,Apr,232200.0,244900.0,177200.0
Barrie,2006,May,233800.0,246800.0,177400.0
Barrie,2006,Jun,232200.0,243800.0,177400.0
Barrie,2006,Jul,232800.0,246000.0,178200.0
Barrie,2006,Aug,233400.0,245100.0,178900.0
Barrie,2006,Sep,234100.0,245700.0,179700.0
Barrie,2006,Oct,232400.0,245500.0,181500.0
Barrie,2006,Nov,232800.0,245100.0,183400.0
Barrie,2006,Dec,229200.0,239800.0,185300.0
Barrie,2007,Jan,233200.0,245300.0,184200.0
Barrie,2007,Feb,236800.0,247100.0,183200.0
Barrie,2007,Mar,237600.0,250600.0,182200.0
Barrie,2007,Apr,238900.0,252600.0,186500.0
Barrie,2007,May,240300.0,251500.0,190700.0
Barrie,2007,Jun,244300.0,253000.0,195200.0
Barrie,2007,Jul,243900.0,254300.0,192200.0
Barrie,2007,Aug,244700.0,254100.0,189200.0
Barrie,2007,Sep,246600.0,258500.0,186200.0
Barrie,2007,Oct,245100.0,258100.0,188000.0
Barrie,2007,Nov,248300.0,258100.0,189800.0
Barrie,2007,Dec,247800.0,258100.0,191800.0
Barrie,2008,Jan,248300.0,260100.0,194000.0
Barrie,2008,Feb,251800.0,262700.0,196200.0
Barrie,2008,Mar,251800.0,263800.0,198300.0
Barrie,2008,Apr,253500.0,265600.0,199500.0
Barrie,2008,May,255200.0,265200.0,200700.0
Barrie,2008,Jun,255800.0,267800.0,201700.0
Barrie,2008,Jul,254100.0,267600.0,201200.0
Barrie,2008,Aug,253700.0,264500.0,200500.0
Barrie,2008,Sep,253700.0,265400.0,199800.0
Barrie,2008,Oct,249300.0,261800.0,197000.0
Barrie,2008,Nov,245300.0,255200.0,194300.0
Barrie,2008,Dec,240500.0,255000.0,191500.0
Barrie,2009,Jan,242800.0,253000.0,192700.0
Barrie,2009,Feb,242800.0,255700.0,193800.0
Barrie,2009,Mar,242200.0,256500.0,195000.0
Barrie,2009,Apr,244900.0,257900.0,195300.0
Barrie,2009,May,249500.0,262500.0,195700.0
Barrie,2009,Jun,251600.0,262900.0,196200.0
Barrie,2009,Jul,251200.0,262100.0,195000.0
Barrie,2009,Aug,250400.0,262100.0,193800.0
Barrie,2009,Sep,252900.0,262500.0,192800.0
Barrie,2009,Oct,255200.0,264700.0,193800.0
Barrie,2009,Nov,253100.0,265800.0,195000.0
Barrie,2009,Dec,252700.0,261200.0,196000.0
Barrie,2010,Jan,254500.0,267600.0,188700.0
Barrie,2010,Feb,257200.0,270000.0,191700.0
Barrie,2010,Mar,261400.0,274200.0,197500.0
Barrie,2010,Apr,263100.0,275300.0,202200.0
Barrie,2010,May,265400.0,278600.0,207000.0
Barrie,2010,Jun,263100.0,274900.0,201300.0
Barrie,2010,Jul,262100.0,272200.0,197500.0
Barrie,2010,Aug,259800.0,271800.0,198000.0
Barrie,2010,Sep,257500.0,271500.0,203200.0
Barrie,2010,Oct,256000.0,266500.0,200200.0
Barrie,2010,Nov,256800.0,268500.0,199300.0
Barrie,2010,Dec,254100.0,263800.0,195700.0
Barrie,2011,Jan,259100.0,270000.0,198800.0
Barrie,2011,Feb,261200.0,274900.0,198200.0
Barrie,2011,Mar,264400.0,278800.0,205600.0
Barrie,2011,Apr,268500.0,280600.0,208800.0
Barrie,2011,May,269400.0,281000.0,208800.0
Barrie,2011,Jun,270400.0,281500.0,206100.0
Barrie,2011,Jul,267300.0,278400.0,206600.0
Barrie,2011,Aug,269400.0,280200.0,200500.0
Barrie,2011,Sep,269000.0,279900.0,197200.0
Barrie,2011,Oct,269200.0,281900.0,197800.0
Barrie,2011,Nov,269600.0,281500.0,199200.0
Barrie,2011,Dec,268700.0,282100.0,201000.0
Barrie,2012,Jan,271700.0,281700.0,200000.0
Barrie,2012,Feb,271200.0,285900.0,194200.0
Barrie,2012,Mar,275200.0,289400.0,198500.0
Barrie,2012,Apr,280200.0,294100.0,195200.0
Barrie,2012,May,281900.0,292900.0,199300.0
Barrie,2012,Jun,283400.0,296500.0,202700.0
Barrie,2012,Jul,282300.0,296900.0,204100.0
Barrie,2012,Aug,286100.0,296300.0,208500.0
Barrie,2012,Sep,285900.0,298700.0,206300.0
Barrie,2012,Oct,281500.0,299600.0,206300.0
Barrie,2012,Nov,284000.0,299600.0,204500.0
Barrie,2012,Dec,285700.0,302900.0,201200.0
Barrie,2013,Jan,281700.0,299100.0,200800.0
Barrie,2013,Feb,285000.0,298700.0,202000.0
Barrie,2013,Mar,289800.0,302400.0,211800.0
Barrie,2013,Apr,291700.0,306600.0,208600.0
Barrie,2013,May,296100.0,308800.0,212800.0
Barrie,2013,Jun,297200.0,310400.0,212600.0
Barrie,2013,Jul,296700.0,312600.0,213000.0
Barrie,2013,Aug,298400.0,314800.0,214000.0
Barrie,2013,Sep,304900.0,317400.0,209800.0
Barrie,2013,Oct,300500.0,314300.0,208800.0
Barrie,2013,Nov,302400.0,313900.0,208300.0
Barrie,2013,Dec,293800.0,310200.0,203300.0
Barrie,2014,Jan,297200.0,312100.0,197200.0
Barrie,2014,Feb,306100.0,321000.0,205100.0
Barrie,2014,Mar,309300.0,322300.0,209000.0
Barrie,2014,Apr,312000.0,329100.0,212300.0
Barrie,2014,May,317400.0,334900.0,221100.0
Barrie,2014,Jun,317400.0,333300.0,216600.0
Barrie,2014,Jul,319700.0,336000.0,215000.0
Barrie,2014,Aug,317000.0,337500.0,212000.0
Barrie,2014,Sep,317600.0,334000.0,214800.0
Barrie,2014,Oct,316200.0,336000.0,218300.0
Barrie,2014,Nov,320100.0,337300.0,220800.0
Barrie,2014,Dec,318300.0,338400.0,224100.0
Barrie,2015,Jan,322000.0,339900.0,226100.0
Barrie,2015,Feb,323900.0,342400.0,224900.0
Barrie,2015,Mar,331000.0,350500.0,222600.0
Barrie,2015,Apr,336000.0,354700.0,223100.0
Barrie,2015,May,339400.0,360900.0,228400.0
Barrie,2015,Jun,344400.0,365500.0,228800.0
Barrie,2015,Jul,348400.0,367300.0,233400.0
Barrie,2015,Aug,345000.0,369700.0,233800.0
Barrie,2015,Sep,354000.0,373200.0,243900.0
Barrie,2015,Oct,354000.0,376800.0,243100.0
Barrie,2015,Nov,356500.0,377400.0,239400.0
Barrie,2015,Dec,359200.0,383600.0,236900.0
Barrie,2016,Jan,361100.0,386300.0,236400.0
Barrie,2016,Feb,375500.0,401300.0,241600.0
Barrie,2016,Mar,383300.0,408800.0,243200.0
Barrie,2016,Apr,392000.0,419300.0,246700.0
Barrie,2016,May,402300.0,427500.0,254600.0
Barrie,2016,Jun,410200.0,437400.0,253400.0
Barrie,2016,Jul,416100.0,443200.0,263900.0
Barrie,2016,Aug,423200.0,448700.0,275700.0
Barrie,2016,Sep,428800.0,454900.0,280700.0
Barrie,2016,Oct,434700.0,466300.0,286500.0
Barrie,2016,Nov,439900.0,472300.0,287500.0
Barrie,2016,Dec,448700.0,482000.0,289800.0
Barrie,2017,Jan,461000.0,493900.0,290700.0
Barrie,2017,Feb,488000.0,521700.0,293300.0
Barrie,2017,Mar,517600.0,550400.0,305600.0
Barrie,2017,Apr,530600.0,563600.0,322800.0
Barrie,2017,May,523900.0,558500.0,336300.0
Barrie,2017,Jun,511400.0,552100.0,333400.0
Barrie,2017,Jul,493000.0,530100.0,330900.0
Barrie,2017,Aug,481700.0,521000.0,322900.0
Barrie,2017,Sep,488000.0,516000.0,322300.0
Barrie,2017,Oct,478100.0,514900.0,320600.0
Barrie,2017,Nov,475800.0,516800.0,315000.0
Barrie,2017,Dec,471400.0,506000.0,319800.0
Barrie,2018,Jan,476900.0,507400.0,315800.0
Barrie,2018,Feb,479200.0,512400.0,315500.0
Barrie,2018,Mar,489800.0,518000.0,319300.0
Barrie,2018,Apr,485400.0,522800.0,323400.0
Barrie,2018,May,489400.0,523500.0,323800.0
Barrie,2018,Jun,477500.0,513800.0,319600.0
Barrie,2018,Jul,476700.0,513300.0,332600.0
Barrie,2018,Aug,474000.0,504500.0,330600.0
Barrie,2018,Sep,475800.0,506300.0,333400.0
Barrie,2018,Oct,478800.0,511800.0,334800.0
Barrie,2018,Nov,469600.0,504900.0,344200.0
Barrie,2018,Dec,470200.0,506300.0,347600.0
Barrie,2019,Jan,468500.0,501600.0,338800.0
Barrie,2019,Feb,462700.0,488600.0,339400.0
Barrie,2019,Mar,463900.0,484000.0,335600.0
Barrie,2019,Apr,443200.0,457700.0,342200.0
Barrie,2019,May,461200.0,477800.0,342100.0
Barrie,2019,Jun,465800.0,496100.0,342700.0
Barrie,2019,Jul,469600.0,491700.0,339900.0
Barrie,2019,Aug,477500.0,502700.0,345900.0
Barrie,2019,Sep,471900.0,493200.0,345900.0
Barrie,2019,Oct,477300.0,505800.0,339600.0
Barrie,2019,Nov,475400.0,504300.0,340700.0
Barrie,2019,Dec,485200.0,518200.0,345900.0
Barrie,2020,Jan,487100.0,516600.0,355100.0
Barrie,2020,Feb,498000.0,525700.0,365500.0
Barrie,2020,Mar,510900.0,542400.0,375000.0
Barrie,2020,Apr,513200.0,544600.0,365200.0
Barrie,2020,May,516400.0,551700.0,359700.0
Greater Toronto,2005,Jan,303500.0,358300.0,200400.0
Greater Toronto,2005,Feb,306200.0,362300.0,200400.0
Greater Toronto,2005,Mar,309200.0,366900.0,201800.0
Greater Toronto,2005,Apr,311700.0,370500.0,202600.0
Greater Toronto,2005,May,314100.0,372300.0,204400.0
Greater Toronto,2005,Jun,315300.0,374400.0,205000.0
Greater Toronto,2005,Jul,315900.0,374800.0,205800.0
Greater Toronto,2005,Aug,316800.0,375200.0,206400.0
Greater Toronto,2005,Sep,318000.0,376200.0,207700.0
Greater Toronto,2005,Oct,318900.0,377700.0,207700.0
Greater Toronto,2005,Nov,319200.0,379100.0,207300.0
Greater Toronto,2005,Dec,319500.0,378000.0,209300.0
Greater Toronto,2006,Jan,321100.0,381200.0,209700.0
Greater Toronto,2006,Feb,323800.0,384500.0,211300.0
Greater Toronto,2006,Mar,327100.0,388400.0,211900.0
Greater Toronto,2006,Apr,329900.0,392400.0,213900.0
Greater Toronto,2006,May,332000.0,394500.0,214100.0
Greater Toronto,2006,Jun,332000.0,393800.0,214700.0
Greater Toronto,2006,Jul,331700.0,393100.0,215100.0
Greater Toronto,2006,Aug,331100.0,392400.0,214700.0
Greater Toronto,2006,Sep,332000.0,393100.0,216700.0
Greater Toronto,2006,Oct,332000.0,393400.0,216300.0
Greater Toronto,2006,Nov,332000.0,392000.0,217300.0
Greater Toronto,2006,Dec,330800.0,391600.0,214700.0
Greater Toronto,2007,Jan,332000.0,393400.0,216100.0
Greater Toronto,2007,Feb,336500.0,399500.0,217900.0
Greater Toronto,2007,Mar,340200.0,404200.0,220900.0
Greater Toronto,2007,Apr,343500.0,407800.0,223500.0
Greater Toronto,2007,May,347200.0,411700.0,225900.0
Greater Toronto,2007,Jun,350200.0,416000.0,226900.0
Greater Toronto,2007,Jul,351700.0,416700.0,229100.0
Greater Toronto,2007,Aug,352900.0,417800.0,230900.0
Greater Toronto,2007,Sep,354800.0,420300.0,231900.0
Greater Toronto,2007,Oct,356900.0,424200.0,232500.0
Greater Toronto,2007,Nov,358100.0,425000.0,233100.0
Greater Toronto,2007,Dec,358100.0,425300.0,233900.0
Greater Toronto,2008,Jan,359300.0,426800.0,235500.0
Greater Toronto,2008,Feb,362300.0,431400.0,238100.0
Greater Toronto,2008,Mar,364500.0,433200.0,240100.0
Greater Toronto,2008,Apr,366000.0,433900.0,242300.0
Greater Toronto,2008,May,366900.0,433600.0,243900.0
Greater Toronto,2008,Jun,366000.0,432100.0,243500.0
Greater Toronto,2008,Jul,364500.0,427800.0,245100.0
Greater Toronto,2008,Aug,363200.0,425000.0,246100.0
Greater Toronto,2008,Sep,361400.0,422500.0,245100.0
Greater Toronto,2008,Oct,359000.0,419900.0,243300.0
Greater Toronto,2008,Nov,355400.0,415600.0,240100.0
Greater Toronto,2008,Dec,350500.0,410300.0,238900.0
Greater Toronto,2009,Jan,345300.0,404200.0,233300.0
Greater Toronto,2009,Feb,343200.0,403100.0,230900.0
Greater Toronto,2009,Mar,344700.0,404200.0,232900.0
Greater Toronto,2009,Apr,348400.0,408800.0,235300.0
Greater Toronto,2009,May,353200.0,415600.0,237900.0
Greater Toronto,2009,Jun,358400.0,422500.0,241100.0
Greater Toronto,2009,Jul,363900.0,428200.0,246100.0
Greater Toronto,2009,Aug,368700.0,434300.0,249900.0
Greater Toronto,2009,Sep,374200.0,441100.0,254200.0
Greater Toronto,2009,Oct,379300.0,446800.0,257600.0
Greater Toronto,2009,Nov,383600.0,452200.0,261600.0
Greater Toronto,2009,Dec,386000.0,452600.0,265200.0
Greater Toronto,2010,Jan,390600.0,460400.0,267400.0
Greater Toronto,2010,Feb,396000.0,468000.0,270400.0
Greater Toronto,2010,Mar,400900.0,473700.0,272400.0
Greater Toronto,2010,Apr,403600.0,476600.0,274000.0
Greater Toronto,2010,May,403900.0,476200.0,274200.0
Greater Toronto,2010,Jun,401800.0,473000.0,272200.0
Greater Toronto,2010,Jul,398800.0,469800.0,269000.0
Greater Toronto,2010,Aug,397500.0,469000.0,267600.0
Greater Toronto,2010,Sep,398100.0,470100.0,269000.0
Greater Toronto,2010,Oct,398800.0,470500.0,270200.0
Greater Toronto,2010,Nov,400300.0,473000.0,269800.0
Greater Toronto,2010,Dec,401800.0,475500.0,271800.0
Greater Toronto,2011,Jan,405100.0,480100.0,273600.0
Greater Toronto,2011,Feb,411500.0,487000.0,278000.0
Greater Toronto,2011,Mar,416100.0,494100.0,279000.0
Greater Toronto,2011,Apr,420600.0,499500.0,281600.0
Greater Toronto,2011,May,424500.0,504500.0,284000.0
Greater Toronto,2011,Jun,425800.0,505600.0,285800.0
Greater Toronto,2011,Jul,427900.0,508100.0,287000.0
Greater Toronto,2011,Aug,430000.0,510200.0,288800.0
Greater Toronto,2011,Sep,431200.0,511700.0,289200.0
Greater Toronto,2011,Oct,433300.0,513800.0,291600.0
Greater Toronto,2011,Nov,434300.0,514900.0,290600.0
Greater Toronto,2011,Dec,435800.0,518500.0,289800.0
Greater Toronto,2012,Jan,436700.0,520300.0,288800.0
Greater Toronto,2012,Feb,442500.0,529200.0,290000.0
Greater Toronto,2012,Mar,449400.0,538200.0,292800.0
Greater Toronto,2012,Apr,454900.0,545000.0,293800.0
Greater Toronto,2012,May,458800.0,549700.0,297200.0
Greater Toronto,2012,Jun,459800.0,549700.0,297000.0
Greater Toronto,2012,Jul,458200.0,548200.0,295000.0
Greater Toronto,2012,Aug,457600.0,546100.0,295400.0
Greater Toronto,2012,Sep,457300.0,547900.0,295000.0
Greater Toronto,2012,Oct,456700.0,546800.0,295400.0
Greater Toronto,2012,Nov,455800.0,546400.0,293200.0
Greater Toronto,2012,Dec,454600.0,544600.0,292200.0
Greater Toronto,2013,Jan,454000.0,543900.0,291000.0
Greater Toronto,2013,Feb,457300.0,547900.0,292200.0
Greater Toronto,2013,Mar,463700.0,555700.0,295600.0
Greater Toronto,2013,Apr,468900.0,563300.0,298400.0
Greater Toronto,2013,May,472800.0,567200.0,300700.0
Greater Toronto,2013,Jun,474600.0,570800.0,299500.0
Greater Toronto,2013,Jul,475200.0,570800.0,300700.0
Greater Toronto,2013,Aug,475800.0,571900.0,302100.0
Greater Toronto,2013,Sep,477000.0,571500.0,300900.0
Greater Toronto,2013,Oct,478600.0,573300.0,302500.0
Greater Toronto,2013,Nov,481900.0,576500.0,303500.0
Greater Toronto,2013,Dec,482500.0,579400.0,303700.0
Greater Toronto,2014,Jan,485800.0,584100.0,304700.0
Greater Toronto,2014,Feb,491000.0,591900.0,304700.0
Greater Toronto,2014,Mar,497100.0,600200.0,307700.0
Greater Toronto,2014,Apr,502200.0,606300.0,310500.0
Greater Toronto,2014,May,506800.0,612400.0,311900.0
Greater Toronto,2014,Jun,511600.0,617700.0,315300.0
Greater Toronto,2014,Jul,512900.0,619200.0,315100.0
Greater Toronto,2014,Aug,512300.0,618500.0,315500.0
Greater Toronto,2014,Sep,513500.0,619900.0,314900.0
Greater Toronto,2014,Oct,516800.0,625600.0,316900.0
Greater Toronto,2014,Nov,518600.0,627800.0,317500.0
Greater Toronto,2014,Dec,520100.0,630600.0,318100.0
Greater Toronto,2015,Jan,522000.0,632100.0,318300.0
Greater Toronto,2015,Feb,529200.0,643500.0,319500.0
Greater Toronto,2015,Mar,537100.0,653600.0,321700.0
Greater Toronto,2015,Apr,545600.0,665000.0,325900.0
Greater Toronto,2015,May,552300.0,674700.0,328900.0
Greater Toronto,2015,Jun,557800.0,683300.0,329700.0
Greater Toronto,2015,Jul,561100.0,687600.0,330700.0
Greater Toronto,2015,Aug,563500.0,690500.0,333100.0
Greater Toronto,2015,Sep,566900.0,693700.0,334500.0
Greater Toronto,2015,Oct,568700.0,697300.0,334100.0
Greater Toronto,2015,Nov,571400.0,700900.0,334700.0
Greater Toronto,2015,Dec,573200.0,702700.0,334700.0
Greater Toronto,2016,Jan,575700.0,709100.0,332500.0
Greater Toronto,2016,Feb,586300.0,722700.0,338500.0
Greater Toronto,2016,Mar,599300.0,739900.0,344300.0
Greater Toronto,2016,Apr,614200.0,761100.0,349600.0
Greater Toronto,2016,May,634200.0,789700.0,354000.0
Greater Toronto,2016,Jun,645500.0,804100.0,357000.0
Greater Toronto,2016,Jul,653100.0,814400.0,361600.0
Greater Toronto,2016,Aug,660000.0,823400.0,365200.0
Greater Toronto,2016,Sep,667900.0,832700.0,370200.0
Greater Toronto,2016,Oct,680100.0,848100.0,377200.0
Greater Toronto,2016,Nov,685800.0,853900.0,382000.0
Greater Toronto,2016,Dec,692800.0,861400.0,385000.0
Greater Toronto,2017,Jan,706200.0,877200.0,392500.0
Greater Toronto,2017,Feb,729200.0,906200.0,403700.0
Greater Toronto,2017,Mar,773200.0,960600.0,428500.0
Greater Toronto,2017,Apr,807500.0,1002200.0,450000.0
Greater Toronto,2017,May,815400.0,1007900.0,463200.0
Greater Toronto,2017,Jun,808700.0,995400.0,467400.0
Greater Toronto,2017,Jul,772000.0,935900.0,464400.0
Greater Toronto,2017,Aug,754100.0,912300.0,460600.0
Greater Toronto,2017,Sep,750800.0,905500.0,461800.0
Greater Toronto,2017,Oct,746500.0,901200.0,464400.0
Greater Toronto,2017,Nov,743800.0,897200.0,465000.0
Greater Toronto,2017,Dec,742300.0,891100.0,469000.0
Greater Toronto,2018,Jan,741100.0,886800.0,469600.0
Greater Toronto,2018,Feb,749900.0,896900.0,479800.0
Greater Toronto,2018,Mar,759600.0,905500.0,488300.0
Greater Toronto,2018,Apr,764700.0,909000.0,495500.0
Greater Toronto,2018,May,770800.0,915500.0,499900.0
Greater Toronto,2018,Jun,770200.0,915500.0,501500.0
Greater Toronto,2018,Jul,767500.0,911900.0,502500.0
Greater Toronto,2018,Aug,765000.0,903700.0,505300.0
Greater Toronto,2018,Sep,765600.0,903700.0,506500.0
Greater Toronto,2018,Oct,766600.0,902200.0,508500.0
Greater Toronto,2018,Nov,764400.0,901500.0,508300.0
Greater Toronto,2018,Dec,765300.0,899400.0,512300.0
Greater Toronto,2019,Jan,763500.0,897200.0,511100.0
Greater Toronto,2019,Feb,769000.0,900400.0,518900.0
Greater Toronto,2019,Mar,779300.0,913300.0,524300.0
Greater Toronto,2019,Apr,789000.0,926200.0,530200.0
Greater Toronto,2019,May,795100.0,928400.0,536000.0
Greater Toronto,2019,Jun,798400.0,930900.0,539600.0
Greater Toronto,2019,Jul,800200.0,930500.0,542800.0
Greater Toronto,2019,Aug,801500.0,930200.0,544400.0
Greater Toronto,2019,Sep,804500.0,933800.0,546400.0
Greater Toronto,2019,Oct,810300.0,940200.0,551200.0
Greater Toronto,2019,Nov,816000.0,945600.0,556800.0
Greater Toronto,2019,Dec,818400.0,946700.0,561200.0
Greater Toronto,2020,Jan,828200.0,958900.0,565800.0
Greater Toronto,2020,Feb,843900.0,974600.0,579700.0
Greater Toronto,2020,Mar,864300.0,997500.0,595100.0
Greater Toronto,2020,Apr,869700.0,1000400.0,601900.0
Greater Toronto,2020,May,870000.0,1001100.0,601300.0
Guelph,2005,Jan,248600.0,260300.0,161100.0
Guelph,2005,Feb,249800.0,261300.0,161900.0
Guelph,2005,Mar,250800.0,262300.0,162800.0
Guelph,2005,Apr,252300.0,263600.0,163600.0
Guelph,2005,May,253500.0,264700.0,164400.0
Guelph,2005,Jun,254500.0,265700.0,165200.0
Guelph,2005,Jul,254800.0,267300.0,167100.0
Guelph,2005,Aug,255000.0,268600.0,168900.0
Guelph,2005,Sep,255000.0,269600.0,170800.0
Guelph,2005,Oct,255000.0,269900.0,167600.0
Guelph,2005,Nov,255000.0,270100.0,164400.0
