Region,Year,Month,Benchmark Price (Composite),Benchmark Price (Two-Storey),Benchmark Price (Apartment)
Hamilton & Burlington,2020,May,659800.0,738200.0,479300.0
Niagara,2005,Jan,172600.0,184000.0,135400.0
Niagara,2005,Feb,172600.0,185100.0,137100.0
Niagara,2005,Mar,174500.0,186200.0,139000.0
Niagara,2005,Apr,175900.0,187500.0,140900.0
Niagara,2005,May,177300.0,188600.0,142800.0
Niagara,2005,Jun,178000.0,189800.0,144700.0
Niagara,2005,Jul,179000.0,190600.0,143600.0
Niagara,2005,Aug,178800.0,191500.0,142800.0
Niagara,2005,Sep,180900.0,192200.0,141700.0
Niagara,2005,Oct,179400.0,191700.0,143400.0
Niagara,2005,Nov,180000.0,190900.0,144900.0
Niagara,2005,Dec,179200.0,190200.0,146500.0
Niagara,2006,Jan,179900.0,191700.0,145900.0
Niagara,2006,Feb,182500.0,193300.0,145500.0
Niagara,2006,Mar,183100.0,195000.0,145000.0
Niagara,2006,Apr,185600.0,197200.0,145700.0
Niagara,2006,May,187100.0,199600.0,146400.0
Niagara,2006,Jun,187800.0,202000.0,147000.0
Niagara,2006,Jul,188200.0,202000.0,146600.0
Niagara,2006,Aug,189000.0,202000.0,146100.0
Niagara,2006,Sep,188200.0,201800.0,145500.0
Niagara,2006,Oct,187300.0,200900.0,144600.0
Niagara,2006,Nov,186800.0,200100.0,143600.0
Niagara,2006,Dec,187100.0,199400.0,142700.0
Niagara,2007,Jan,187300.0,201100.0,142200.0
Niagara,2007,Feb,189500.0,202700.0,141600.0
Niagara,2007,Mar,190700.0,204600.0,141200.0
Niagara,2007,Apr,193500.0,206200.0,142700.0
Niagara,2007,May,194400.0,208100.0,144300.0
Niagara,2007,Jun,195900.0,209700.0,145900.0
Niagara,2007,Jul,196600.0,211400.0,145900.0
Niagara,2007,Aug,197500.0,213000.0,146100.0
Niagara,2007,Sep,198500.0,214700.0,146100.0
Niagara,2007,Oct,197800.0,213200.0,147000.0
Niagara,2007,Nov,197500.0,211700.0,148000.0
Niagara,2007,Dec,196800.0,210300.0,148900.0
Niagara,2008,Jan,195600.0,210600.0,149600.0
Niagara,2008,Feb,197100.0,211000.0,150100.0
Niagara,2008,Mar,199000.0,211200.0,150800.0
Niagara,2008,Apr,198700.0,212300.0,151600.0
Niagara,2008,May,199400.0,213400.0,152300.0
Niagara,2008,Jun,200400.0,214300.0,153100.0
Niagara,2008,Jul,200900.0,214900.0,153100.0
Niagara,2008,Aug,200900.0,215400.0,153300.0
Niagara,2008,Sep,201600.0,216000.0,153100.0
Niagara,2008,Oct,198000.0,214500.0,153100.0
Niagara,2008,Nov,196400.0,212800.0,152800.0
Niagara,2008,Dec,195600.0,211200.0,152700.0
Niagara,2009,Jan,194000.0,208400.0,151400.0
Niagara,2009,Feb,195100.0,205500.0,149900.0
Niagara,2009,Mar,192000.0,202700.0,148400.0
Niagara,2009,Apr,193900.0,204600.0,151500.0
Niagara,2009,May,195400.0,206400.0,154700.0
Niagara,2009,Jun,196600.0,208400.0,158100.0
Niagara,2009,Jul,198500.0,210800.0,156500.0
Niagara,2009,Aug,199000.0,213200.0,155000.0
Niagara,2009,Sep,200200.0,215600.0,153400.0
Niagara,2009,Oct,200400.0,215200.0,153400.0
Niagara,2009,Nov,200200.0,215200.0,153500.0
Niagara,2009,Dec,199200.0,215000.0,153500.0
Niagara,2010,Jan,200100.0,215200.0,150400.0
Niagara,2010,Feb,200100.0,213900.0,145100.0
Niagara,2010,Mar,202300.0,216900.0,146600.0
Niagara,2010,Apr,204900.0,218700.0,144500.0
Niagara,2010,May,207300.0,223300.0,151100.0
Niagara,2010,Jun,206800.0,222000.0,153700.0
Niagara,2010,Jul,205100.0,221300.0,151200.0
Niagara,2010,Aug,205400.0,220600.0,148100.0
Niagara,2010,Sep,204700.0,218200.0,150100.0
Niagara,2010,Oct,204600.0,217800.0,154700.0
Niagara,2010,Nov,202700.0,213900.0,156400.0
Niagara,2010,Dec,203200.0,215800.0,153000.0
Niagara,2011,Jan,202000.0,213900.0,150300.0
Niagara,2011,Feb,204900.0,219600.0,155800.0
Niagara,2011,Mar,206600.0,219600.0,158300.0
Niagara,2011,Apr,209700.0,223900.0,161100.0
Niagara,2011,May,209200.0,221900.0,154900.0
Niagara,2011,Jun,210400.0,224200.0,151800.0
Niagara,2011,Jul,211600.0,227400.0,151400.0
Niagara,2011,Aug,212100.0,229000.0,154700.0
Niagara,2011,Sep,209700.0,226300.0,158900.0
Niagara,2011,Oct,207700.0,222600.0,151800.0
Niagara,2011,Nov,209400.0,223300.0,152800.0
Niagara,2011,Dec,209000.0,222400.0,150800.0
Niagara,2012,Jan,208900.0,223000.0,148500.0
Niagara,2012,Feb,209000.0,223300.0,145400.0
Niagara,2012,Mar,210100.0,222800.0,150300.0
Niagara,2012,Apr,213000.0,225200.0,151200.0
Niagara,2012,May,214400.0,225200.0,152300.0
Niagara,2012,Jun,214600.0,227000.0,158900.0
Niagara,2012,Jul,215400.0,228100.0,155000.0
Niagara,2012,Aug,214600.0,226500.0,158000.0
Niagara,2012,Sep,213500.0,227000.0,149600.0
Niagara,2012,Oct,214200.0,225300.0,155300.0
Niagara,2012,Nov,212700.0,223700.0,155300.0
Niagara,2012,Dec,212800.0,224200.0,161600.0
Niagara,2013,Jan,211100.0,224400.0,159500.0
Niagara,2013,Feb,212800.0,224600.0,157300.0
Niagara,2013,Mar,216300.0,229000.0,171700.0
Niagara,2013,Apr,218700.0,232200.0,170400.0
Niagara,2013,May,219900.0,232200.0,163100.0
Niagara,2013,Jun,221800.0,235100.0,161000.0
Niagara,2013,Jul,221600.0,234400.0,160300.0
Niagara,2013,Aug,221100.0,235500.0,162500.0
Niagara,2013,Sep,219400.0,232000.0,159100.0
Niagara,2013,Oct,220300.0,232000.0,163700.0
Niagara,2013,Nov,219400.0,230700.0,165400.0
Niagara,2013,Dec,221000.0,230900.0,163000.0
Niagara,2014,Jan,221300.0,231100.0,159900.0
Niagara,2014,Feb,223500.0,230700.0,160400.0
Niagara,2014,Mar,225600.0,234200.0,166400.0
Niagara,2014,Apr,228200.0,239700.0,168100.0
Niagara,2014,May,229600.0,243900.0,167100.0
Niagara,2014,Jun,231100.0,244800.0,162100.0
Niagara,2014,Jul,230400.0,245600.0,156400.0
Niagara,2014,Aug,230600.0,244500.0,164500.0
Niagara,2014,Sep,229900.0,242300.0,171100.0
Niagara,2014,Oct,229400.0,242800.0,172200.0
Niagara,2014,Nov,230400.0,244100.0,171500.0
Niagara,2014,Dec,230800.0,245200.0,171000.0
Niagara,2015,Jan,231100.0,246700.0,169200.0
Niagara,2015,Feb,233900.0,244800.0,172600.0
Niagara,2015,Mar,235500.0,249300.0,172200.0
Niagara,2015,Apr,239900.0,255000.0,177100.0
Niagara,2015,May,244100.0,260300.0,177600.0
Niagara,2015,Jun,246500.0,261400.0,175300.0
Niagara,2015,Jul,246500.0,261800.0,181700.0
Niagara,2015,Aug,247700.0,262100.0,189300.0
Niagara,2015,Sep,249600.0,263800.0,192200.0
Niagara,2015,Oct,251200.0,268000.0,188200.0
Niagara,2015,Nov,252700.0,271900.0,181500.0
Niagara,2015,Dec,251500.0,270200.0,178000.0
Niagara,2016,Jan,254800.0,271200.0,181000.0
Niagara,2016,Feb,257700.0,279200.0,181500.0
Niagara,2016,Mar,262900.0,282400.0,185500.0
Niagara,2016,Apr,270300.0,287000.0,187000.0
Niagara,2016,May,278600.0,293800.0,189100.0
Niagara,2016,Jun,283400.0,299700.0,192100.0
Niagara,2016,Jul,289500.0,305000.0,191000.0
Niagara,2016,Aug,295200.0,312900.0,195500.0
Niagara,2016,Sep,300400.0,320600.0,200200.0
Niagara,2016,Oct,306700.0,328400.0,204200.0
Niagara,2016,Nov,310400.0,332200.0,210700.0
Niagara,2016,Dec,315500.0,337400.0,222700.0
Niagara,2017,Jan,320700.0,341200.0,232500.0
Niagara,2017,Feb,333000.0,355600.0,234200.0
Niagara,2017,Mar,355600.0,372100.0,244100.0
Niagara,2017,Apr,367700.0,391500.0,247800.0
Niagara,2017,May,378900.0,401400.0,260200.0
Niagara,2017,Jun,381800.0,409300.0,267100.0
Niagara,2017,Jul,375300.0,402300.0,275000.0
Niagara,2017,Aug,369400.0,394600.0,282000.0
Niagara,2017,Sep,369100.0,389800.0,293100.0
Niagara,2017,Oct,368400.0,390700.0,289000.0
Niagara,2017,Nov,368900.0,388700.0,294500.0
Niagara,2017,Dec,369900.0,388000.0,269100.0
Niagara,2018,Jan,369100.0,388700.0,272900.0
Niagara,2018,Feb,373400.0,400800.0,261300.0
Niagara,2018,Mar,380300.0,405600.0,267700.0
Niagara,2018,Apr,383900.0,413700.0,275800.0
Niagara,2018,May,390600.0,415900.0,284000.0
Niagara,2018,Jun,389800.0,411300.0,286600.0
Niagara,2018,Jul,393100.0,418000.0,289600.0
Niagara,2018,Aug,391700.0,420200.0,289500.0
Niagara,2018,Sep,390600.0,414500.0,279400.0
Niagara,2018,Oct,393400.0,414300.0,289300.0
Niagara,2018,Nov,395600.0,418100.0,292400.0
Niagara,2018,Dec,396300.0,420900.0,307700.0
Niagara,2019,Jan,396300.0,415900.0,305200.0
Niagara,2019,Feb,398200.0,422900.0,306200.0
Niagara,2019,Mar,403800.0,428400.0,305000.0
Niagara,2019,Apr,405500.0,430100.0,299700.0
Niagara,2019,May,411000.0,432900.0,302300.0
Niagara,2019,Jun,416000.0,437300.0,304100.0
Niagara,2019,Jul,417700.0,440600.0,301100.0
Niagara,2019,Aug,418400.0,442600.0,304500.0
Niagara,2019,Sep,424300.0,449600.0,307200.0
Niagara,2019,Oct,422700.0,443200.0,320700.0
Niagara,2019,Nov,430000.0,447600.0,328000.0
Niagara,2019,Dec,432600.0,450700.0,326000.0
Niagara,2020,Jan,435000.0,456400.0,307200.0
Niagara,2020,Feb,441700.0,464900.0,311700.0
Niagara,2020,Mar,452400.0,474400.0,326300.0
Niagara,2020,Apr,456400.0,483800.0,330500.0
Niagara,2020,May,456400.0,485300.0,335300.0
Oakville & Milton,2005,Jan,379300.0,392500.0,223600.0
Oakville & Milton,2005,Feb,386900.0,401900.0,224300.0
Oakville & Milton,2005,Mar,395600.0,412500.0,224900.0
Oakville & Milton,2005,Apr,396000.0,412100.0,225600.0
Oakville & Milton,2005,May,396700.0,412100.0,226500.0
Oakville & Milton,2005,Jun,400900.0,416800.0,227200.0
Oakville & Milton,2005,Jul,396400.0,410600.0,227200.0
Oakville & Milton,2005,Aug,401300.0,416800.0,227400.0
Oakville & Milton,2005,Sep,401700.0,416800.0,227400.0
Oakville & Milton,2005,Oct,407000.0,423500.0,233000.0
Oakville & Milton,2005,Nov,404300.0,419200.0,238600.0
Oakville & Milton,2005,Dec,408900.0,425100.0,244400.0
Oakville & Milton,2006,Jan,411200.0,428200.0,237000.0
Oakville & Milton,2006,Feb,414600.0,432600.0,229600.0
Oakville & Milton,2006,Mar,421400.0,441200.0,222500.0
Oakville & Milton,2006,Apr,425200.0,445500.0,226300.0
Oakville & Milton,2006,May,425600.0,445100.0,229900.0
Oakville & Milton,2006,Jun,424100.0,441600.0,233700.0
Oakville & Milton,2006,Jul,423700.0,440400.0,235700.0
Oakville & Milton,2006,Aug,424400.0,441200.0,237900.0
Oakville & Milton,2006,Sep,429700.0,447500.0,239900.0
Oakville & Milton,2006,Oct,428200.0,444700.0,243300.0
Oakville & Milton,2006,Nov,425600.0,440400.0,246400.0
Oakville & Milton,2006,Dec,426000.0,440400.0,249800.0
Oakville & Milton,2007,Jan,430900.0,446700.0,246400.0
Oakville & Milton,2007,Feb,437000.0,454500.0,242800.0
Oakville & Milton,2007,Mar,439600.0,456900.0,239500.0
Oakville & Milton,2007,Apr,443400.0,461600.0,243300.0
Oakville & Milton,2007,May,448000.0,467500.0,247100.0
Oakville & Milton,2007,Jun,449500.0,468700.0,250900.0
Oakville & Milton,2007,Jul,451000.0,469100.0,252000.0
Oakville & Milton,2007,Aug,455200.0,473000.0,253100.0
Oakville & Milton,2007,Sep,453600.0,469100.0,254200.0
Oakville & Milton,2007,Oct,455200.0,471000.0,254200.0
Oakville & Milton,2007,Nov,459300.0,476900.0,254200.0
Oakville & Milton,2007,Dec,459300.0,476100.0,254200.0
Oakville & Milton,2008,Jan,465800.0,484400.0,258300.0
Oakville & Milton,2008,Feb,469600.0,488700.0,262100.0
Oakville & Milton,2008,Mar,467300.0,484800.0,266100.0
Oakville & Milton,2008,Apr,469200.0,485900.0,265400.0
Oakville & Milton,2008,May,470700.0,487500.0,264700.0
Oakville & Milton,2008,Jun,470700.0,486300.0,264100.0
Oakville & Milton,2008,Jul,466200.0,481600.0,264700.0
Oakville & Milton,2008,Aug,464600.0,481200.0,265400.0
Oakville & Milton,2008,Sep,460800.0,477300.0,266100.0
Oakville & Milton,2008,Oct,449100.0,462800.0,265600.0
Oakville & Milton,2008,Nov,454400.0,473000.0,265200.0
Oakville & Milton,2008,Dec,437300.0,450200.0,264700.0
Oakville & Milton,2009,Jan,439600.0,454500.0,260900.0
Oakville & Milton,2009,Feb,438100.0,453700.0,257400.0
Oakville & Milton,2009,Mar,437300.0,453700.0,253800.0
Oakville & Milton,2009,Apr,447600.0,466300.0,256000.0
Oakville & Milton,2009,May,459700.0,481200.0,258300.0
Oakville & Milton,2009,Jun,468800.0,491400.0,260500.0
Oakville & Milton,2009,Jul,471100.0,492600.0,260000.0
Oakville & Milton,2009,Aug,479100.0,502000.0,259600.0
Oakville & Milton,2009,Sep,487000.0,511100.0,259100.0
Oakville & Milton,2009,Oct,496100.0,520900.0,263800.0
Oakville & Milton,2009,Nov,502600.0,527500.0,268800.0
Oakville & Milton,2009,Dec,500300.0,521700.0,273700.0
Oakville & Milton,2010,Jan,512400.0,537400.0,277500.0
Oakville & Milton,2010,Feb,529500.0,556600.0,290700.0
Oakville & Milton,2010,Mar,526500.0,552300.0,285100.0
Oakville & Milton,2010,Apr,527600.0,551900.0,287100.0
Oakville & Milton,2010,May,528400.0,552700.0,286000.0
Oakville & Milton,2010,Jun,529900.0,553800.0,288200.0
Oakville & Milton,2010,Jul,518100.0,539700.0,287800.0
Oakville & Milton,2010,Aug,522700.0,546400.0,288400.0
Oakville & Milton,2010,Sep,524600.0,552700.0,285500.0
Oakville & Milton,2010,Oct,517700.0,539700.0,285500.0
Oakville & Milton,2010,Nov,518900.0,542800.0,284600.0
Oakville & Milton,2010,Dec,527600.0,555000.0,282200.0
Oakville & Milton,2011,Jan,531800.0,558500.0,288400.0
Oakville & Milton,2011,Feb,542000.0,570300.0,290500.0
Oakville & Milton,2011,Mar,546200.0,574200.0,288000.0
Oakville & Milton,2011,Apr,553400.0,582500.0,284600.0
Oakville & Milton,2011,May,558000.0,585200.0,291600.0
Oakville & Milton,2011,Jun,558700.0,584100.0,301000.0
Oakville & Milton,2011,Jul,564400.0,589200.0,309500.0
Oakville & Milton,2011,Aug,563600.0,589200.0,308100.0
Oakville & Milton,2011,Sep,577700.0,608400.0,311700.0
Oakville & Milton,2011,Oct,571600.0,598600.0,312400.0
Oakville & Milton,2011,Nov,564000.0,587600.0,308300.0
Oakville & Milton,2011,Dec,569000.0,591900.0,314600.0
Oakville & Milton,2012,Jan,581100.0,610000.0,303000.0
Oakville & Milton,2012,Feb,584900.0,612300.0,309200.0
Oakville & Milton,2012,Mar,589100.0,614700.0,310800.0
Oakville & Milton,2012,Apr,597800.0,622100.0,320400.0
Oakville & Milton,2012,May,598900.0,622900.0,323500.0
Oakville & Milton,2012,Jun,598200.0,620600.0,328200.0
Oakville & Milton,2012,Jul,608000.0,634300.0,328900.0
Oakville & Milton,2012,Aug,603500.0,628000.0,320900.0
Oakville & Milton,2012,Sep,606100.0,630400.0,329400.0
Oakville & Milton,2012,Oct,597400.0,620200.0,320400.0
Oakville & Milton,2012,Nov,601200.0,628800.0,317500.0
Oakville & Milton,2012,Dec,589100.0,614300.0,308600.0
Oakville & Milton,2013,Jan,602700.0,631200.0,309500.0
Oakville & Milton,2013,Feb,616700.0,647300.0,318800.0
Oakville & Milton,2013,Mar,621700.0,648800.0,335600.0
Oakville & Milton,2013,Apr,630000.0,661800.0,334300.0
Oakville & Milton,2013,May,626600.0,655900.0,331100.0
Oakville & Milton,2013,Jun,623900.0,652000.0,332300.0
Oakville & Milton,2013,Jul,631500.0,661800.0,340100.0
Oakville & Milton,2013,Aug,634200.0,664500.0,339400.0
Oakville & Milton,2013,Sep,630800.0,659800.0,330000.0
Oakville & Milton,2013,Oct,645600.0,677500.0,328000.0
Oakville & Milton,2013,Nov,647800.0,679800.0,339900.0
Oakville & Milton,2013,Dec,636800.0,664500.0,344100.0
Oakville & Milton,2014,Jan,652000.0,687300.0,337400.0
Oakville & Milton,2014,Feb,650500.0,684200.0,324900.0
Oakville & Milton,2014,Mar,658500.0,691600.0,322900.0
Oakville & Milton,2014,Apr,669100.0,701400.0,336100.0
Oakville & Milton,2014,May,678900.0,711200.0,341900.0
Oakville & Milton,2014,Jun,677800.0,707700.0,352800.0
Oakville & Milton,2014,Jul,679700.0,712000.0,354200.0
Oakville & Milton,2014,Aug,688800.0,723800.0,358400.0
Oakville & Milton,2014,Sep,681600.0,714400.0,363800.0
Oakville & Milton,2014,Oct,685800.0,716700.0,369200.0
Oakville & Milton,2014,Nov,687300.0,714000.0,393300.0
Oakville & Milton,2014,Dec,707800.0,741100.0,389300.0
Oakville & Milton,2015,Jan,698700.0,729300.0,388400.0
Oakville & Milton,2015,Feb,711900.0,750500.0,368000.0
Oakville & Milton,2015,Mar,710800.0,746600.0,365800.0
Oakville & Milton,2015,Apr,724500.0,761900.0,368700.0
Oakville & Milton,2015,May,728600.0,761500.0,379700.0
Oakville & Milton,2015,Jun,731300.0,768900.0,368900.0
Oakville & Milton,2015,Jul,741500.0,779100.0,375200.0
Oakville & Milton,2015,Aug,743000.0,781100.0,385700.0
Oakville & Milton,2015,Sep,743800.0,775600.0,396200.0
Oakville & Milton,2015,Oct,742300.0,773300.0,389700.0
Oakville & Milton,2015,Nov,761300.0,799900.0,380300.0
Oakville & Milton,2015,Dec,744200.0,777200.0,370700.0
Oakville & Milton,2016,Jan,776400.0,823500.0,372500.0
Oakville & Milton,2016,Feb,791200.0,835300.0,388200.0
Oakville & Milton,2016,Mar,804900.0,851400.0,388200.0
Oakville & Milton,2016,Apr,827300.0,871400.0,411000.0
Oakville & Milton,2016,May,851900.0,901600.0,415900.0
Oakville & Milton,2016,Jun,868600.0,917700.0,429500.0
Oakville & Milton,2016,Jul,873500.0,918900.0,436700.0
Oakville & Milton,2016,Aug,883000.0,931800.0,439100.0
Oakville & Milton,2016,Sep,902400.0,951800.0,444100.0
Oakville & Milton,2016,Oct,906100.0,953400.0,445000.0
Oakville & Milton,2016,Nov,924700.0,969500.0,462200.0
Oakville & Milton,2016,Dec,929700.0,973000.0,462800.0
Oakville & Milton,2017,Jan,983500.0,1050800.0,471300.0
Oakville & Milton,2017,Feb,1052900.0,1131200.0,475800.0
Oakville & Milton,2017,Mar,1099600.0,1174800.0,494100.0
Oakville & Milton,2017,Apr,1080600.0,1135900.0,514500.0
Oakville & Milton,2017,May,1046500.0,1081800.0,525700.0
Oakville & Milton,2017,Jun,1010500.0,1042900.0,527200.0
Oakville & Milton,2017,Jul,977500.0,1013100.0,526800.0
Oakville & Milton,2017,Aug,973700.0,1017400.0,519600.0
Oakville & Milton,2017,Sep,969500.0,1017000.0,504900.0
Oakville & Milton,2017,Oct,958500.0,1004100.0,493700.0
Oakville & Milton,2017,Nov,960400.0,1008000.0,489000.0
Oakville & Milton,2017,Dec,949000.0,988700.0,489900.0
Oakville & Milton,2018,Jan,960000.0,1004100.0,500400.0
Oakville & Milton,2018,Feb,983100.0,1031100.0,510000.0
Oakville & Milton,2018,Mar,985800.0,1033900.0,506200.0
Oakville & Milton,2018,Apr,987300.0,1033500.0,509100.0
Oakville & Milton,2018,May,980500.0,1024100.0,517800.0
Oakville & Milton,2018,Jun,983900.0,1031500.0,524300.0
Oakville & Milton,2018,Jul,974400.0,1014600.0,533100.0
Oakville & Milton,2018,Aug,984700.0,1027200.0,535300.0
Oakville & Milton,2018,Sep,983500.0,1022500.0,538600.0
Oakville & Milton,2018,Oct,979000.0,1015400.0,534400.0
Oakville & Milton,2018,Nov,977500.0,1014600.0,523900.0
Oakville & Milton,2018,Dec,985000.0,1029200.0,527900.0
Oakville & Milton,2019,Jan,987300.0,1030000.0,542900.0
Oakville & Milton,2019,Feb,990400.0,1037000.0,536600.0
Oakville & Milton,2019,Mar,996800.0,1042900.0,532600.0
Oakville & Milton,2019,Apr,1008200.0,1060200.0,535300.0
Oakville & Milton,2019,May,1013900.0,1064900.0,542400.0
Oakville & Milton,2019,Jun,1013100.0,1061400.0,542700.0
Oakville & Milton,2019,Jul,1023400.0,1076300.0,545100.0
Oakville & Milton,2019,Aug,1020300.0,1061400.0,555000.0
Oakville & Milton,2019,Sep,1022600.0,1066900.0,555900.0
Oakville & Milton,2019,Oct,1026400.0,1072300.0,551200.0
Oakville & Milton,2019,Nov,1027900.0,1075500.0,548000.0
Oakville & Milton,2019,Dec,1030200.0,1077800.0,543600.0
Oakville & Milton,2020,Jan,1048400.0,1100600.0,553600.0
Oakville & Milton,2020,Feb,1078000.0,1137900.0,555400.0
Oakville & Milton,2020,Mar,1113200.0,1177500.0,565900.0
Oakville & Milton,2020,Apr,1096900.0,1149300.0,574900.0
Oakville & Milton,2020,May,1100000.0,1148100.0,596600.0
